Date,Stock Name,Stock Symbol,Open,High,Low,Close,Volume
2020-08-12,RELIANCE,RELIANCE.NS,975.657793881785,986.6978227853269,969.1258224080185,978.6937866210938,30264617.0
2020-08-13,RELIANCE,RELIANCE.NS,978.8777885741623,983.8917635300031,970.5977975596891,976.1408081054688,24830322.0
2020-08-14,RELIANCE,RELIANCE.NS,976.3707786123767,992.2177551222098,961.0528376967817,972.3458251953125,33224635.0
2020-08-17,RELIANCE,RELIANCE.NS,968.2978115079693,968.2978115079693,952.2438687339148,962.0188598632812,30979066.0
2020-08-18,RELIANCE,RELIANCE.NS,959.0978399032219,981.7757996526844,957.8788557642938,974.5308227539062,30547672.0
2020-08-19,RELIANCE,RELIANCE.NS,984.8578260459545,990.8378265419229,975.8188365276629,980.5108032226562,34087543.0
2020-08-20,RELIANCE,RELIANCE.NS,975.197793766418,976.9918060418502,960.4778162781588,964.6408081054688,22537845.0
2020-08-21,RELIANCE,RELIANCE.NS,974.2778360409875,976.1178408585178,955.4178627071296,957.6488647460938,25280895.0
2020-08-24,RELIANCE,RELIANCE.NS,962.0418680815567,968.0678001335908,952.4278506341514,964.0428466796875,32717218.0
2020-08-25,RELIANCE,RELIANCE.NS,968.7578306358079,971.1958598555525,955.8778576294693,957.7638549804688,19388008.0
2020-08-26,RELIANCE,RELIANCE.NS,959.097843929319,988.0547553888368,941.6178899356103,983.15576171875,59870421.0
2020-08-27,RELIANCE,RELIANCE.NS,988.0777788762404,988.9978117014355,967.4928428936782,970.8738403320312,28085062.0
2020-08-28,RELIANCE,RELIANCE.NS,975.1977739929281,981.1317817177585,968.8728298969704,973.4268188476562,27166900.0
2020-08-31,RELIANCE,RELIANCE.NS,1000.0377641237073,1000.0377641237073,947.7588753193135,957.119873046875,62076132.0
2020-09-01,RELIANCE,RELIANCE.NS,965.9978317777192,976.3017977805315,948.7018475624075,960.1328735351562,38616258.0
2020-09-02,RELIANCE,RELIANCE.NS,962.31782030169,983.4777841219043,959.0978575481757,978.9697875976562,26949439.0
2020-09-03,RELIANCE,RELIANCE.NS,978.877808623474,983.8227949088646,967.3778546659751,971.5638427734375,18586429.0
2020-09-04,RELIANCE,RELIANCE.NS,958.4308520847742,964.5948225503151,953.2098498606059,955.5328369140625,28475945.0
2020-09-07,RELIANCE,RELIANCE.NS,958.6378663275291,968.6428200703787,940.3528606603772,958.016845703125,21926473.0
2020-09-08,RELIANCE,RELIANCE.NS,962.3178292323896,975.6577880316893,957.0278382282428,969.2638549804688,27397082.0
2020-09-09,RELIANCE,RELIANCE.NS,959.0978673540737,997.1857539505452,957.4648288663869,994.21875,55310877.0
2020-09-10,RELIANCE,RELIANCE.NS,1004.2237471536325,1078.6746171974303,1000.6587188891718,1064.4376220703125,140304404.0
2020-09-11,RELIANCE,RELIANCE.NS,1063.517613064255,1075.408502828632,1052.0636521753681,1067.08251953125,59470807.0
2020-09-14,RELIANCE,RELIANCE.NS,1069.4976775605867,1085.5976132928704,1049.7176105100793,1059.170654296875,44063445.0
2020-09-15,RELIANCE,RELIANCE.NS,1063.494730727171,1069.842671616579,1052.5466863108545,1066.668701171875,27178393.0
2020-09-16,RELIANCE,RELIANCE.NS,1067.1975029685484,1089.8984584827044,1062.8506020949023,1069.29052734375,33952295.0
2020-09-17,RELIANCE,RELIANCE.NS,1067.197599533187,1073.4996694856818,1054.2486374205448,1057.4227294921875,25828669.0
2020-09-18,RELIANCE,RELIANCE.NS,1064.552597266698,1066.9445730431503,1047.2106207957693,1060.61962890625,33074915.0
2020-09-21,RELIANCE,RELIANCE.NS,1057.997579587827,1074.5575618056632,1033.7786268870725,1037.688720703125,33627381.0
2020-09-22,RELIANCE,RELIANCE.NS,1047.4175858745618,1047.4175858745618,1012.710697553068,1017.126708984375,34792254.0
2020-09-23,RELIANCE,RELIANCE.NS,1039.5976539241908,1047.3026169258383,1014.4357329802082,1026.1656494140625,42988708.0
2020-09-24,RELIANCE,RELIANCE.NS,1015.6317410115043,1023.9576639678156,1000.9807520525643,1003.3497924804688,29826318.0
2020-09-25,RELIANCE,RELIANCE.NS,1006.937762012486,1017.8857451336783,996.9558042416909,1012.7797241210938,28374935.0
2020-09-28,RELIANCE,RELIANCE.NS,1024.4177035912653,1029.477732023094,1015.2407366445319,1019.4727172851562,19666849.0
2020-09-29,RELIANCE,RELIANCE.NS,1023.4977435549637,1041.4376233439489,1019.4727291876521,1032.720703125,25842539.0
2020-09-30,RELIANCE,RELIANCE.NS,1039.597610771332,1042.8175733834394,1023.4976760374798,1027.7987060546875,24465159.0
2020-10-01,RELIANCE,RELIANCE.NS,1041.3456455226526,1041.3456455226526,1018.4377221164522,1023.6127319335938,20783227.0
2020-10-05,RELIANCE,RELIANCE.NS,1032.2376733315512,1034.606652964303,1014.757779315617,1017.6097412109375,18922799.0
2020-10-06,RELIANCE,RELIANCE.NS,1023.612707881563,1027.5916688301113,1012.7567099844357,1016.7587280273438,18412175.0
2020-10-07,RELIANCE,RELIANCE.NS,1028.097734252614,1062.1376718102117,1021.1977617079646,1038.44775390625,53170865.0
2020-10-08,RELIANCE,RELIANCE.NS,1039.1375939894124,1043.2776503302919,1022.163679342435,1030.0526123046875,21077808.0
2020-10-09,RELIANCE,RELIANCE.NS,1028.0977713307943,1036.3777630176548,1019.8637721621571,1027.384765625,18545499.0
2020-10-12,RELIANCE,RELIANCE.NS,1028.0976811998182,1037.6425879743758,1024.0727278414697,1029.0406494140625,14226473.0
2020-10-13,RELIANCE,RELIANCE.NS,1026.0737276498762,1051.4427381490468,1023.8887180310057,1049.1197509765625,23112012.0
2020-10-14,RELIANCE,RELIANCE.NS,1048.29171594178,1059.837662498282,1043.507642589108,1052.2476806640625,26742011.0
2020-10-15,RELIANCE,RELIANCE.NS,1053.3976275480882,1053.3976275480882,1009.6977408456698,1014.9877319335938,20036197.0
2020-10-16,RELIANCE,RELIANCE.NS,1018.897770335338,1026.9476774632903,999.41677607371,1000.8657836914062,21583600.0
2020-10-19,RELIANCE,RELIANCE.NS,1007.420741352243,1025.199708139064,991.3667981016141,1001.0497436523438,31200385.0
2020-10-20,RELIANCE,RELIANCE.NS,1002.3377665165804,1008.7777529203537,990.0327609903857,991.7117919921875,18482288.0
2020-10-21,RELIANCE,RELIANCE.NS,997.2778192836478,1008.3177875102324,964.9628444795527,977.3138427734375,34082321.0
2020-10-22,RELIANCE,RELIANCE.NS,978.601814752891,980.9477981127023,961.8578619456157,969.19482421875,30802210.0
2020-10-23,RELIANCE,RELIANCE.NS,968.7578345510228,982.0977936107877,964.3418837665232,972.0008544921875,23422125.0
2020-10-26,RELIANCE,RELIANCE.NS,966.8948122742679,966.8948122742679,928.50791361707,933.3839111328125,37324416.0
2020-10-27,RELIANCE,RELIANCE.NS,936.0518899811935,947.5288475309802,922.2979379273812,935.867919921875,36478896.0
2020-10-28,RELIANCE,RELIANCE.NS,939.2258721616623,946.5398988459362,923.4019525556512,925.2649536132812,29924017.0
2020-10-29,RELIANCE,RELIANCE.NS,918.617935053221,939.3179128933427,915.8579582867582,932.3718872070312,30655304.0
2020-10-30,RELIANCE,RELIANCE.NS,935.4078613477418,949.943868481006,930.0258854670573,945.06787109375,34021563.0
2020-11-02,RELIANCE,RELIANCE.NS,932.4178788328339,932.4178788328339,855.2070923616448,863.6250610351562,99366895.0
2020-11-03,RELIANCE,RELIANCE.NS,869.3980237997686,878.1380008109006,844.1441180822836,851.1820678710938,88691623.0
2020-11-04,RELIANCE,RELIANCE.NS,845.0181135846944,887.3380414972554,845.0181135846944,880.0700073242188,80180117.0
2020-11-05,RELIANCE,RELIANCE.NS,899.2749773752914,902.0349541344442,888.7179917466232,899.2979736328125,37205373.0
2020-11-06,RELIANCE,RELIANCE.NS,915.3979919895839,938.3979002659588,909.9469662754871,933.4069213867188,66674086.0
2020-11-09,RELIANCE,RELIANCE.NS,948.5638837802053,951.7378540708625,936.5578903561345,943.3198852539062,35838510.0
2020-11-10,RELIANCE,RELIANCE.NS,955.4178865768089,961.3978871740179,938.9499495126441,958.890869140625,36934242.0
2020-11-11,RELIANCE,RELIANCE.NS,960.9378416012433,963.697818307078,909.9239304558312,918.7098999023438,56724780.0
2020-11-12,RELIANCE,RELIANCE.NS,911.2579594138748,923.884912196237,903.8979403942888,910.7979125976562,40046527.0
2020-11-13,RELIANCE,RELIANCE.NS,911.7179625397699,936.8568872915475,911.6029812518825,918.3419189453125,45388670.0
2020-11-14,RELIANCE,RELIANCE.NS,926.8519385307259,927.0359085923459,917.858941689192,921.055908203125,5226220.0
2020-11-17,RELIANCE,RELIANCE.NS,959.0978922139632,959.0978922139632,913.0979533326089,916.8929443359375,46542562.0
2020-11-18,RELIANCE,RELIANCE.NS,916.8928972971868,922.9879396848895,901.6439452909663,914.1099243164062,30402290.0
2020-11-19,RELIANCE,RELIANCE.NS,914.1099553791662,924.8049187784527,905.3699780936925,907.64697265625,27796343.0
2020-11-20,RELIANCE,RELIANCE.NS,908.4979519825955,912.5459625775713,871.6980381746167,873.76806640625,57471248.0
2020-11-23,RELIANCE,RELIANCE.NS,897.4579848718089,906.1979621290607,886.0730120957837,897.3200073242188,45327567.0
2020-11-24,RELIANCE,RELIANCE.NS,903.438002276793,908.0379839894011,888.7180242944495,903.4609985351562,30936268.0
2020-11-25,RELIANCE,RELIANCE.NS,910.7979243360526,916.7549283999306,893.4100160606675,895.9859619140625,32637879.0
2020-11-26,RELIANCE,RELIANCE.NS,898.4009968806739,903.8979541351227,887.8210150066791,898.1939697265625,25838637.0
2020-11-27,RELIANCE,RELIANCE.NS,892.6279837479282,899.8039721506804,883.8420139362452,887.7059936523438,47336811.0
2020-12-01,RELIANCE,RELIANCE.NS,892.5590079157042,904.4730165225297,887.8210486523432,899.2520141601562,19750687.0
2020-12-02,RELIANCE,RELIANCE.NS,900.9079830850086,902.5180253449672,890.098038286689,900.7470092773438,22188887.0
2020-12-03,RELIANCE,RELIANCE.NS,907.1180119815444,911.3040002069508,900.9769767752834,903.4609985351562,27785372.0
2020-12-04,RELIANCE,RELIANCE.NS,905.7379680002025,905.7379680002025,892.3980092364707,895.5029907226562,18464552.0
2020-12-07,RELIANCE,RELIANCE.NS,892.6739984492555,903.8979361463881,892.6739984492555,900.7699584960938,18242188.0
2020-12-08,RELIANCE,RELIANCE.NS,902.1269923975793,926.5529112253605,896.9979753003624,917.1229248046875,43403061.0
2020-12-09,RELIANCE,RELIANCE.NS,924.5749530324631,935.5459323269157,919.6529629594452,932.3948974609375,29175254.0
2020-12-10,RELIANCE,RELIANCE.NS,929.9338976281379,933.1078677951906,920.4579188044338,923.2178955078125,16065507.0
2020-12-11,RELIANCE,RELIANCE.NS,925.977902407237,937.477917246871,908.1529432842984,922.6659545898438,26944202.0
2020-12-14,RELIANCE,RELIANCE.NS,923.6549424874347,926.8979624633556,913.7189770699971,915.9959716796875,17312747.0
2020-12-15,RELIANCE,RELIANCE.NS,915.2599206445487,915.2599206445487,902.1039322152998,908.198974609375,18551265.0
2020-12-16,RELIANCE,RELIANCE.NS,914.4779321573182,917.6749594655413,904.2199587681145,909.2109375,18561011.0
2020-12-17,RELIANCE,RELIANCE.NS,912.8679838845919,922.2979706759976,909.4869863946246,913.3739624023438,20252358.0
2020-12-18,RELIANCE,RELIANCE.NS,910.8439671094177,922.2519357676556,903.8979415462487,916.1109008789062,18466344.0
2020-12-21,RELIANCE,RELIANCE.NS,924.5979182431008,930.1178716735316,853.4130650564223,892.2599487304688,44135540.0
2020-12-22,RELIANCE,RELIANCE.NS,896.5379967823285,901.0919858109638,868.6850270142651,890.8800048828125,28140001.0
2020-12-23,RELIANCE,RELIANCE.NS,887.7980088693323,897.6649849778702,883.4969787257866,894.1690063476562,19501410.0
2020-12-24,RELIANCE,RELIANCE.NS,895.617946848962,919.4459018924332,895.1119683565626,917.3069458007812,20776988.0
2020-12-28,RELIANCE,RELIANCE.NS,923.0799190040109,928.2779248178272,917.83592067603,921.5159301757812,17221499.0
2020-12-29,RELIANCE,RELIANCE.NS,924.1379402529279,925.655936584919,911.9709125029859,915.4209594726562,18611939.0
2020-12-30,RELIANCE,RELIANCE.NS,917.8129361935823,923.3098934199886,908.7509507071003,917.9279174804688,22043630.0
2020-12-31,RELIANCE,RELIANCE.NS,917.0079565358789,925.4719177589817,910.1539766951789,913.2359619140625,18781189.0
2021-01-01,RELIANCE,RELIANCE.NS,914.4779484179102,918.6179440263744,911.7179716244876,914.2479858398438,10015175.0
2021-01-04,RELIANCE,RELIANCE.NS,917.743987610823,919.4919465946809,905.2780079566621,915.7890014648438,24513534.0
2021-01-05,RELIANCE,RELIANCE.NS,905.7379571412687,912.4539593763968,899.7579568178438,904.4039916992188,24123091.0
2021-01-06,RELIANCE,RELIANCE.NS,904.3119453565016,904.3579378713764,876.3670514939205,880.5530395507812,46401468.0
2021-01-07,RELIANCE,RELIANCE.NS,883.4279834353061,894.6979744988803,876.3670374552647,879.1270141601562,32325918.0
2021-01-08,RELIANCE,RELIANCE.NS,882.2780191295905,891.6620132605455,879.5640348432999,889.5,27540187.0
2021-01-11,RELIANCE,RELIANCE.NS,891.8459639412727,891.8459639412727,870.5480227556249,872.7330322265625,33307825.0
2021-01-12,RELIANCE,RELIANCE.NS,875.3780575380866,901.597989573637,873.9520461853299,900.2410278320312,41161546.0
2021-01-13,RELIANCE,RELIANCE.NS,903.2309813693208,908.4749800257383,882.4850710022017,891.8460083007812,26619458.0
2021-01-14,RELIANCE,RELIANCE.NS,894.6979743018785,904.7719774856702,891.9609938546586,901.8739624023438,21553242.0
2021-01-15,RELIANCE,RELIANCE.NS,901.8740076018403,907.9459931575717,883.2210611918715,891.2250366210938,20593268.0
2021-01-18,RELIANCE,RELIANCE.NS,896.5839826871116,918.6179257539178,884.7390242158176,912.6149291992188,35100458.0
2021-01-19,RELIANCE,RELIANCE.NS,917.5369166429466,934.2578725031884,917.5369166429466,927.5419311523438,32006615.0
2021-01-20,RELIANCE,RELIANCE.NS,929.841970489804,946.6779085162392,920.6419461780035,945.159912109375,30924537.0
2021-01-21,RELIANCE,RELIANCE.NS,957.717826653583,975.1977806747731,954.4978639407287,965.7218017578125,39087742.0
2021-01-22,RELIANCE,RELIANCE.NS,971.0578103986188,973.0588498541782,936.1668902212648,942.8139038085938,30532660.0
2021-01-25,RELIANCE,RELIANCE.NS,936.0748736729261,936.0748736729261,888.7179757090562,892.8579711914062,54207104.0
2021-01-27,RELIANCE,RELIANCE.NS,885.4980651139255,885.4980651139255,868.4780962044756,871.6980590820312,42370131.0
2021-01-28,RELIANCE,RELIANCE.NS,864.8670334459467,884.7160278795078,860.1980631645573,863.2110595703125,34067814.0
2021-01-29,RELIANCE,RELIANCE.NS,871.3760194347349,880.0240115489771,841.7980868556115,847.2951049804688,43712383.0
2021-02-01,RELIANCE,RELIANCE.NS,855.3220699014935,876.2980027206772,850.0780714875326,871.8360595703125,34180952.0
2021-02-02,RELIANCE,RELIANCE.NS,880.5530406441623,892.3979991755742,853.2750990500539,885.8660278320312,41470034.0
2021-02-03,RELIANCE,RELIANCE.NS,887.0160392679956,897.9179689306212,873.9980280235892,888.0970458984375,30301696.0
2021-02-04,RELIANCE,RELIANCE.NS,885.0379870080848,892.3980061882177,876.2980098591723,885.176025390625,25626981.0
2021-02-05,RELIANCE,RELIANCE.NS,887.8210499195302,894.5370524319341,883.1980719414012,884.9230346679688,20248046.0
2021-02-08,RELIANCE,RELIANCE.NS,889.2009561858797,905.7379418254595,887.3610122743942,897.6649780273438,21183400.0
2021-02-09,RELIANCE,RELIANCE.NS,902.4950179479869,915.2139562063778,898.0560101229272,899.8269653320312,19604141.0
2021-02-10,RELIANCE,RELIANCE.NS,898.7230420589465,912.9829732449135,886.5560137371783,908.1759643554688,21234156.0
2021-02-11,RELIANCE,RELIANCE.NS,910.797941646099,949.5299060894815,907.2329741449912,945.619873046875,42539278.0
2021-02-12,RELIANCE,RELIANCE.NS,945.5279051622099,955.8778639850499,927.0819250127969,939.1339111328125,30497029.0
2021-02-15,RELIANCE,RELIANCE.NS,942.1008960502002,948.1958777615514,931.4979177643662,934.993896484375,15791099.0
2021-02-16,RELIANCE,RELIANCE.NS,938.2829377202123,956.5218908991459,936.097928139307,947.367919921875,21421660.0
2021-02-17,RELIANCE,RELIANCE.NS,947.5978228702746,964.1348085301331,943.2738573343273,958.2928466796875,23742994.0
2021-02-18,RELIANCE,RELIANCE.NS,959.0978754165388,969.8618275877673,947.183866998589,951.139892578125,18646877.0
2021-02-19,RELIANCE,RELIANCE.NS,946.2178925086075,968.2748322257681,944.5158652511412,956.9358520507812,23403483.0
2021-02-22,RELIANCE,RELIANCE.NS,956.7978483319404,961.3518372835723,917.6749487780714,923.723876953125,23804335.0
2021-02-23,RELIANCE,RELIANCE.NS,942.0778998035452,944.3318980908132,926.2539192770092,930.784912109375,25644108.0
2021-02-24,RELIANCE,RELIANCE.NS,933.7979303828276,950.012908507753,932.0269143052886,948.0579223632812,10807663.0
2021-02-25,RELIANCE,RELIANCE.NS,954.9578699048666,989.9177786787584,953.5778510923906,986.3988037109375,34855693.0
2021-02-26,RELIANCE,RELIANCE.NS,973.8178582080245,981.5918101860046,952.5198554986777,959.4658813476562,37481215.0
2021-03-01,RELIANCE,RELIANCE.NS,970.6898184339259,971.5178662352786,948.7478596863053,966.7798461914062,17680764.0
2021-03-02,RELIANCE,RELIANCE.NS,976.1178317010726,979.7977804649485,960.98386066011,968.7578125,17150760.0
2021-03-03,RELIANCE,RELIANCE.NS,975.6808491006338,1021.1517513290745,969.3098514445862,1012.9637451171875,31924461.0
2021-03-04,RELIANCE,RELIANCE.NS,1002.7977264402082,1007.374711660895,992.5397531437452,1000.8887329101562,21435754.0
2021-03-05,RELIANCE,RELIANCE.NS,991.7577636256808,1017.4947124410786,990.4007410981396,1002.19970703125,25511666.0
